ric

BAJAX0:NS
IGASX0:NS
SUTVZ0:NS
TITNZ0:NS
PWFCV0:NS
BAJEV0:NS
REDYX0:NS
GAILX0:NS
IGASZ0:NS
DIVIZ0:NS
TTCHF1:NS
RECMF1:NS
ASPNF1:NS
CIPLF1:NS
CCRIF1:NS
HALCF1:NS
BHELF1:NS
HLLG1:NS
TISCG1:NS
COLGG1:NS
PLNGG1:NS
MAHMG1:NS
SRTRG1:NS
ABUJG1:NS
LGEZ3:KE
HHIZ3:KE
KTGZ3:KE
KIAZ3:KE
R2DAZ5
F2TEZ5
Z2URZ5
0E2J.L
BFRGH1:NS
MAHMH1:NS
0QWC.L
0QMV.L
0QN3.L
0QKI.L
0RB7.L
CDFtmZ1
0QXR.L
ICBKJ1:NS
TTCHJ1:NS
SAILJ1:NS
INBKJ1:NS
INFYJ1:NS
CUMMJ1:NS
TAMOJ1:NS
PLNGJ1:NS
SUNJ1:NS
MRFJ1:NS
BFRGJ1:NS


TOO_pa.N



MNDIl.SIG

RECm.SIU
SKp.SIU
UHRz.CHI
BTl.BS








BOYl.AQX




















































































TRCEG2-H2:NS












HMPG2-H2:KE


CADIG2-H2:NS







WEBG2-H2:KE
MOSSG2-H2:NS

HROMF2-G2:NS





HSSG2-H2:KE
YGEG2-H2:KE
CSMG2-H2:KE


BAJEF2-G2:NS






ARBNG2-H2:NS
SRFLG2-H2:NS
AMARF2-G2:NS




KPCG2-H2:KE



AXBKF2-G2:NS














ICBKH2-J2:NS
TTCHH2-J2:NS












KEPH2-J2:KE











SUTVH2-J2:NS













BNKH2-J2:KE










AHNH2-J2:KE










WDOM21














HASH2-J2:KE



















SFAJ2-K2:KE











FSGJ2-K2:KE







NEXJ2-K2:KE














HASJ2-K2:KE
YUHJ2-K2:KE




BHEJ2-K2:KE







ACCG2-H2:NS
MBFLJ2:NS






CHLAF2-G2:NS
ICMNF2-G2:NS
KTGG2-H2:KE


KCCG2-H2:KE


TVSMG2-H2:NS

IGASF2-G2:NS






ABUJF1:NS
BIONG2-H2:NS



DLPAJ2-K2:NS
GWO_pg.TO









BAJEJ2-K2:NS
PIDIJ2-K2:NS
SHCMJ2-K2:NS












RASLQ.PK
SENEL.PK
ROLLP.OQ
BGEPF.PK^C22

























CNFHG2-H2:NS
INFYG2-H2:NS

TORPF2-G2:NS




LCHG2-H2:KE



GOCPF2-G2:NS

GSRG2-H2:KE


TCSG2-H2:NS









COLGG2-H2:NS
RATBG2-H2:NS


TTCHF2-G2:NS












HTSG2-H2:KE









GDV_pg.N^A22


PIDIF2-G2:NS



AUFIG2-H2:NS
NIPFF2-G2:NS




HDSG2-H2:KE












NPCG2-H2:KE
KGSG2-H2:KE











ASPNF2-G2:NS

SCIG2-H2:KE
SMTG2-H2:KE



LICHG2-H2:NS
MRTIG2-H2:NS
AMARJ2-K2:NS








HALCJ2-K2:NS
SBILJ2-K2:NS







INSSq.KL

BA05_p.L
ITCJ2-K2:NS













METK2-M2:KE



AMARK2-M2:NS

RATBK2-M2:NS
PRS.N






DHR_pa.N^D22
MWP2B.PS
MUTTK2-M2:NS




KWLK2-M2:KE
CIM_pa.N
NEWTL.OQ





KZIK2-M2:KE

BPS_pu.TO
FNMAK.PK
WFC_pl.N






COFOK2-M2:NS
ACR_pd
























EICHH2-J2:NS








CIJK2-M2:KE
FSGK2-M2:KE
CRLKP.PK

JPM_pc.N





HDMH2-J2:KE
ALKEH2-J2:NS


IDFCK2-M2:NS
UBP_pk.N
SNCRL.OQ
CODI_pc.N








PIRAH2-J2:NS



























6754.TWO


CCRIX0:NS
ULTCX0:NS
TITNX0:NS
ABUJV0:NS
ABUJZ0:NS
REDYZ0:NS
LARTF1:NS
PGRDF1:NS
TVSMF1:NS
BIONF1:NS
BAJAF1:NS
NALUG1:NS
LUPNG1:NS
FEDG1:NS
SIEMG1:NS
SAILG1:NS
GSCZ3:KE
HDTZ3:KE
V2VDZ5
D2TEZ5
M3OHZ5
SKIM2:KE
SMEM2:KE
CIPLH1:NS
INFYH1:NS
COLGH1:NS
0QNJ.L
0QKE.L
0A5U.L
EMUM.L
HDBKJ1:NS
WIPRJ1:NS
PGRDJ1:NS
VOLTJ1:NS
TITNJ1:NS
LARTJ1:NS
BAJAJ1:NS
BIONJ1:NS
TEMLJ1:NS
JSTLJ1:NS






REPe.SIU




CMCOMa.SIU
LUCEl.CHI
GENl.CHI





























































































PNNTG.OQ^K21



BATAF2-G2:NS


KWLG2-H2:KE


ECSP21p.J^F20




COWG2-H2:KE










ASPNG2-H2:NS







BJFSF2-G2:NS
CTBKF2-G2:NS

HKTG2-H2:KE



NEE_pk.N^L21




REDYG2-H2:NS

NESTF2-G2:NS
BRITF2-G2:NS






SOLG2-H2:KE









CSMH2-J2:KE
HTJH2-J2:KE



















KASH2-J2:KE
TAMOH2-J2:NS








SKCH2-J2:KE
PWFCH2-J2:NS




















RELIH2-J2:NS



















SKNJ2-K2:KE









CDKC182204500.U



HANJ2-K2:KE





OCIJ2-K2:KE
HDGJ2-K2:KE





















AHNJ2-K2:KE



MRFG2-H2:NS

INFYF2-G2:NS





HNSG2-H2:KE






LIGG2-H2:KE
NMDCG2-H2:NS
GUT_pa.N^A22

HLLJ2-K2:NS





















PWF_ph.TO
LHHMQ.PK




SHVK2-M2:KE

MDRRP.OQ
PRIF_pd.N
DABUJ2-K2:NS











UNSPG2-H2:NS
WHFBZ.OQ^L21



CGVG2-H2:KE


DIVIF2-G2:NS



MCEIG2-H2:NS







ONGCF2-G2:NS
HDFG2-H2:KE








ARBNF2-G2:NS



DLFG2-H2:NS

IOCF2-G2:NS

BSA.N^A22




LGUG2-H2:KE


GBLIZ.OQ^H20


GAILG2-H2:NS






RELIG2-H2:NS



INGLF2-G2:NS
LGLG2-H2:KE
SMSG2-H2:KE





IDFBF2-G2:NS







EICHG2-H2:NS















GS_pc.N
WPGIQ.PK^J21




AUVIP.OQ








LGIK2-M2:KE
SKOK2-M2:KE
FCNCP.OQ











HBANP.OQ







NCRRP.PK

LICHK2-M2:NS



KALK2-M2:KE
SELK2-M2:KE
AFSIP.PK
FCDYq.KL
ADELK2-M2:NS
PGRDK2-M2:NS






KREF_pa.N













INBFH2-J2:NS














PANH2-J2:KE

CMO_pe.N^J21
BATAG1:NS
DPNTK2-M2:NS































EURDKK=























CPX_pi.TO





























AEL_pa.N











































HDVH2-J2:KE
SUNX0:NS
DIVIX0:NS
SUTVX0:NS
DABUV0:NS
LUPNZ0:NS
ULTCZ0:NS
SAILF1:NS
UNSPF1:NS
LICHF1:NS
NTPCF1:NS
ICBKF1:NS
MAHMF1:NS
BOBF1:NS
LUPNF1:NS
CUMMF1:NS
JSTLF1:NS
PNBKF1:NS
RELIF1:NS
HLLF1:NS
BATAF1:NS
BOSHF1:NS
WIPRG1:NS
TTPWG1:NS
SUNG1:NS
BHELG1:NS
BOBG1:NS
KTKMG1:NS
BRTIG1:NS
TAMOG1:NS
TITNG1:NS
SHFZ3:KE
SKIZ3:KE
DWSZ3:KE
S5REZ5
P2U4Z5
SKTM2:KE
1597.TW
DABUH1:NS
RECMH1:NS
JSTLH1:NS
0QNI.L
0QL6.L
BNPPp.PA
NALUJ1:NS
SRTRJ1:NS
GAILJ1:NS
TTPWJ1:NS

SB_pd.N

IFm.SIU
LSEGl.CHI
SCHOc.BS






VITBs.SIU
CNEl.SIG


GSEOl.SIG


UN01d.CHI























































































BATAG2-H2:NS
BANHG2-H2:NS

PUK_p.N^L21
MRFF2-G2:NS
0IDFCF2-G2:NS







CUMMG2-H2:NS
WBTC192101500.U


TTPWF2-G2:NS
BOBF2-G2:NS








COFOF2-G2:NS









UPLLG2-H2:NS






BRTIF2-G2:NS
MINTF2-G2:NS



DSIG2-H2:KE




LGCG2-H2:KE













BANHH2-J2:NS
DLFH2-J2:NS
TISCH2-J2:NS







KCCH2-J2:KE
JUBIH2-J2:NS






































LGHH2-J2:KE























KIHH2-J2:KE
TOPOH2-J2:NS


















EMTJ2-K2:KE
GSHJ2-K2:KE
HDSJ2-K2:KE




DSIJ2-K2:KE














SEMJ2-K2:KE















SMTJ2-K2:KE
SKCJ2-K2:KE

SUTVF2-G2:NS
TCSF2-G2:NS




SHCMG2-H2:NS


COLGF2-G2:NS




HDTG2-H2:KE
SHVG2-H2:KE








BHELG2-H2:NS
CNBKG2-H2:NS





BRGRG2-H2:NS
SUTVG2-H2:NS

LTFHJ2-K2:NS











IBKK2-M2:KE
BIOAq.KL

PAGEJ2-K2:NS





LTTK2-M2:KE
RCA.N


HDBKJ2-K2:NS
INEDJ2-K2:NS

















HDEG2-H2:KE







ABUJG2-H2:NS
SRIDG2-H2:NS

ZEEF2-G2:NS


YGPG2-H2:KE





HDWG2-H2:KE






BAJEG2-H2:NS
DABUG2-H2:NS



XDNY.MI^C20





WIPRF2-G2:NS












VDANG2-H2:NS



NMDCF2-G2:NS














CIPLF2-G2:NS
ORCLF2-G2:NS





CTBKG2-H2:NS
GGASG2-H2:NS
ORCLG2-H2:NS
QRTEP.OQ











YUHG2-H2:KE



















GLOPA.PS
FTS_pj.TO
MRFJ2-K2:NS














GAM_pb.N




WIPRK2-M2:NS
WELPM.PK






DLPAK2-M2:NS
HCXY.N





HOSK2-M2:KE

NMPWP.PK



SFAK2-M2:KE
CETXP.OQ

RILYK.OQ



CJCH2-J2:KE
PVRLH2-J2:NS





















PCPH2-J2:KE
SUNH2-J2:NS














KBFK2-M2:KE

PARAP.OQ
OXSQL.OQ
DTP.N
TA_ph.TO







































































































CNOBP.OQ
























BIONH2-J2:NS
UPLLH2-J2:NS






























SEEH2-J2:KE
ECCB.N^B22









































































































BJFSH2-J2:NS











INFYH2-J2:NS








FIVEM142218250.U











KPSH2-J2:KE
PARH2-J2:KE

BEP_pe.TO^B22



















CHEH2-J2:KE
DJSH2-J2:KE
HKTH2-J2:KE
MCEIH2-J2:NS












ARTIH2-J2:NS


IDFCG2-H2:NS




KIAH2-J2:KE












SKTH2-J2:KE










HMSH2-J2:KE
LGLH2-J2:KE
CNFHH2-J2:NS






















































































CLMS.OQ




GBPPLN=
BIP_pa.N
CHFRUB=
EURSKK=











AMGJ2-K2:KE
















CHFSEK=
PLNCZK=


EURTHB=












JYPJ2-K2:KE















BRN29



NHIJ2-K2:KE
SCIJ2-K2:KE

























HABJ2-K2:KE
HSSJ2-K2:KE


BNKJ2-K2:KE

























CHEJ2-K2:KE


NOKRUB=










NILE_pd.A












COFOJ2-K2:NS



ICIRJ2-K2:NS










AHL_pe.N



SCCE.A

EEIPB.PS






HMPK2-M2:KE
IPWLO.PK











ADELJ2-K2:NS






ICBKJ2-K2:NS


































MUTTJ2-K2:NS
ULTCJ2-K2:NS



















BACHJ2-K2:NS


TRENJ2-K2:NS
LSHK2-M2:KE


AHT_pg.N
MHGUP.PK


























HASN2-Q2:KE























LGEN2-Q2:KE











WEBN2-Q2:KE




FNMAN.PK

BHEK2-M2:KE



DWSK2-M2:KE

GWO_pl.TO
NMK_pc.N
UGIC.N
UNC_pc.TO

UBP_ph.N

FMCKL.PK

DABUK2-M2:NS
TD_pfm.TO
TD_pfi.TO





CNPWP.PK
STT_pd.N
TWO_pb.N
HLLK2-M2:NS

TCBIO.OQ
SCHW_pj.N
NS_pc.N


WHLRD.OQ

AUFIK2-M2:NS






ECSB9p.J^F20
ESCSQ.PK
CDR_pc.N
LTFHK2-M2:NS
LUPNK2-M2:NS
FRC_pj.N



















JSTLM2-N2:NS










































CADCHF=

















KALN2-Q2:KE
CNBKZ0:NS












GGN_pb.A
FREGP.PK
ECSD4p.J^F20




CMS_pb.N
COLGK2-M2:NS
MANK2-M2:KE

SIEMK2-M2:NS

GREEL.OQ















MEZK2-M2:KE

PEB_pe.N
PWF_pl.TO
AFGE.N
CTBKK2-M2:NS
ICILK2-M2:NS
CVE_pg.TO


CSSEP.OQ






ELF_pf.TO
REDYK2-M2:NS

HIBIq.KL
SUTVK2-M2:NS




















































































































NTPCZ0:NS










































ICBKM2-N2:NS


































































WAFDP.OQ












GBPNZD=






CUMMZ0:NS





































BPCLM2-N2:NS





PGRDZ0:NS































WIPRF1:NS
































SCE_ph.N

























































MAHMM2-N2:NS











NIPFM2-N2:NS









































MXN=























TITNF1:NS























LRTIM2-N2:NS

























ENB_pfg.TO




CMSC.N
BCE_pm.TO


















ENB_pj.TO
SOCGP.PK

ACCF1:NS


















.SX4P

BHFAP.OQ













PSB_px.N

CPR.LS^I17










MAHMN2-Q2:NS









SMEM2-N2:KE

TATAN2-Q2:NS













JWPM2-N2:KE
















ICBKN2-Q2:NS
BRITN2-Q2:NS

MFC_pq.TO












BPO_pe.TO
SR_pa.N
GGT_pg.N


TRYINR=


















MUTTM2-N2:NS























































BIP_pb.N
PCG_pa.A
DUKB.N

EURCHF=

EURRON=






FTS_pk.TO
SEKKRW=
















CIPLN2-Q2:NS











LRTIN2-Q2:NS
TCSN2-Q2:NS

















DAUM2-N2:KE
















ENPLDR.MM^D20

















HMSQ2-U2:KE
NSFQ2-U2:KE











ISKJPY=




2241.TWO
SKIU1:KE
DABUX0:NS
ASPNX0:NS
CCRIZ0:NS
PWFCZ0:NS
SIEMF1:NS
APLOF1:NS
VOLTF1:NS
0MV5.L
ZEEG1:NS
HCLTG1:NS
PNBKG1:NS
APLOG1:NS
SBIG1:NS
TEMLG1:NS
LICHG1:NS
LPLZ3:KE
L2ORZ5
HDTM2:KE
6756.TW
SBIH1:NS
DLFH1:NS
IOCH1:NS
BRTIH1:NS
HCLTH1:NS
HDFCH1:NS
0RPD.L
0QMW.L
0RFL.L

JNSPJ1:NS
ADELJ1:NS
CCRIJ1:NS
HVELJ1:NS
ABUJJ1:NS
HCLTJ1:NS
NTPCJ1:NS
APLOJ1:NS
BOBJ1:NS



TCAPI.L

GLOP_pa.N
CMRE_pe.N
BVICl.CHI
ICADp.SIU



































































































PUK_pa.N^L21


NEMG2-H2:KE

SBILG2-H2:NS



TRCEF2-G2:NS



BRITG2-H2:NS
HDFCG2-H2:NS
SBIG2-H2:NS

HALCF2-G2:NS



CJCG2-H2:KE



HALCG2-H2:NS








IHTLJ2:NS
TISCF2-G2:NS




DSNG2-H2:KE







DLPAG2-H2:NS

PGRDF2-G2:NS
ICBKF2-G2:NS



HWCG2-H2:KE
GOCPG2-H2:NS








DIVIH2-J2:NS











BRITH2-J2:NS






APLOH2-J2:NS
MBFLH2-J2:NS
MRTIH2-J2:NS







HSSH2-J2:KE
KPCH2-J2:KE
SONH2-J2:KE
YGOH2-J2:KE
ONBPP.OQ










DOBH2-J2:KE
MEZH2-J2:KE





ICIRH2-J2:NS
PLNGH2-J2:NS






