bloomberg
48572203































7270420


8821874
328110
116653
221709
7326215

41633927











69550787


7989646
117639
112080
12096090
117944
117886
115492
116654
100230
191306
37954467
112244
115338
7133235
9868578
111999
112145
111230


















































































18173874
307627
174266
7031960
193405
22850897
10081121
69890181



11044521
183088
14710570
812296
18488695
10926030
69440813
815820

13772477
34390471
20411112
129219
193405
68881333
7994482
182691

174504
1456300
117414
44830835
117620
9818707
307829
10926030
37747284
153228

169612
815688
7412085
50186727
7031960
7595236
153228
169038
174397
198701
117929
9818707
51148928
40893145
384547
19723998

69640147
330601
865391
118013
21118189
130119
183925
7281855
330020
129195
117704
117749
7567976
9829259
129195
1459457
304149
174353
9223707
130198
50818726
307829
117635
7412085
117682
9829259
1482311
7395078
9934288
7395078
129195
157234
7938371
320791
129106
865391
307967
129127
10551313
21289649
129491
8986669
10502924
8272507
11015742
32638745
60130008
12096090
130553
23374956
130288
9475473
117682
44830835
129195
7599555
24154187
7432710
130084
130097
130516
823590
111696
49478877
10550128
130656
7579899
7412085
9275515
52472266
50074739
182454
130347
51148928
15963134
1456436
15413960


27519006
903111
130374
153370
45710881
129117
8400646
118090
107614
7014477
7281855
331065
15149833
129368
129106
1404586
153370
50818726
130561
7014477
69722452
948338
7888790
119138
119127
9271435
1096158
376976
1477446
7980587
210754
330020
117704
20411112
7579899
8986669
815710
38353324
117701
117698
117635
117619
117701
117924
331065
9934288
11044521
105307
223319
183925
815710
129368
129219
7567976
129475
25753661
101136
9300090
1456436
61352872
130318
153370
111691
162870
331070
129265
40893145
330020
865391
129106
129491
132009
45710881
117929
129118
11343634
7912227
7566341
15436445
49957756
49957756
129220
330020
169086


61352872
40893145
129131
22850897

174868
153822
930843
117222
812296
117680
18173874
191016
1459186

8407659
7839433
930843
37747284
307758
39034369
29677130

1481585
19042306
53623372
128522
7989646
109377
117680
50186727
9818707
1456300
33235996
210754
7031960
69402204
69674013
169612
174331
157654
911291
18686622
117825
127111
127160
1197824
193974
129118
307830
7994482
117592
24154187
305262
106760
9777162
1751557
117587
18235724
17733438
115724
162870
1430641
128581
183675
115724
305278
9755071
130119
7595236
183088
49957756
49957756
330027
384547
31500775
128925


15413960
129187
865391
174802
174545

152781
7579899
307829
118009
68881333
7281855
307627

196347
7243944
373116
307758
49957756
211079
7259059

330534
210754
117414
129494
223319
331075
51148928
69685348
169584
23852222


174353
11228649
129131
7281855
18488695
20737940


115724
1459457
866957
117621
117698
7031960
44264704
44264704


227699
278509
129368
9932079
174319
8409650


174331
7599555
29677130
169572
19344416
399598
373113
68692220
330027
25611178
117635
129412
29677130
47206380
108057


31500775
193973
129077
128925

117749
815688
210754
117620
331075
119127
7567976
191016
13387428



216737

169609
7839433
118009
117924
30118121
57335869
117680
157347
193620
198701
1404288
100158
100517
7423829
7244169
127196
117414
129219
152975
16759122
116288
100158
100155
127061
330020
129412
14866501
125581
103977
112376
126183
169575
7556606
7031960
53833096
330128
9293317
115759
7244169
211079
15436445
183088
21289649
129127
15413960
68468961
14846835
1182453
198701
69616750
23852222
143023
69517309
69820799
7940946
330749
129659
129516
100430
23845796
18592198
69593631
129598
1456554
7621653
7567976
13070874
1183488
100875
117508
174264
117388
7282718
129219
68468991
41284257
100556
101092
7586969
12114110
117927
31500775
68881333
117592
9020738
9867849
7900639
118042
30222506
223677
876967
117552
11123741
35056559
100436
111435
14892284
108613
15951478
108652
117928
25611178
129076
9818707
7980587
49957756
117587
135079
1456436
129475
174470

126469
223079
128042
130723
38799931
7244169
1459457
12114110
11044521
319314
101254
100312
69479135
112782
15963134
48057637
128925
117620
15801260

1449534
861494
100762
7328439
10168700
7610641
115349
331065
183925
117222
129219
1456436
11228649
157052
21133188
31697339
66040727
8272507
116288
7938371
10092253
11123741
7646664
117944
116654
10053452
115679
180023
129697
110686
109965
46569062
108613
227189
49353433
186517
1715415
214431
180406
311570
186509
66050440
7620160
45272596


























117410
118706
51191359
36856315













115826
219079
162810
101254
68812746
115724
216952
115240
59117894
50886440
39688267

































































































151937
129118
7556606
7567976
9300090
10551313
359893
1317898
33423154
223319
15436445
330534
278509
57335869
49957756
9331944
40661825

23801580
17283787
12072198
827647
169609

215203


7025485
26191651
129187
12004738
330616
129475
30118121
129299
128925
930843

373125
129273
866957
129368
174483

174277
169561

129117
304509
898590

69899739
118013
117924
117619
129117


129195
117222
130120
10926030
37747284
129160
129309
17387973
178288
112393
304509
129077
223579
210754
39198338
183639
116313
7227520
7628408
130198
233612
130567
827647
129127
331065
1482311
153367
59418440
153370
130486
8057191
130379
129117
129265
17283787
227699
239452
169609
169575
12197912
35619972
69936310
129299
12114110
117698
995671
31697339
61858187
128581
117348
130496
16560039
815710
129368
977208
193974
117680
117888
53965583
157465
53965583
112522
180703
100517
35298178
117680
7583418
51148928
169567
169290
60313341
153777
117927
117414
128948
1456300
45710881
130119
11026168
130374
129118
11343634
129475
135079
41491862
223319
304509
39940644
223579
129265
49957756
15090563
948338
331065
117682
129077
15436445
119138
9300090
69555910
9833831
15413960
117222
129368
129106
129491
37747284
106319
1197824
317012
117749
117929
119127
129127
7025485
21243318
15436445
227699
117749
227699
7412085

61352872
20737940
174297

174545
7888790
7994482
7025485
1456300
20866295
193974


174788

129127
129273
18235724
152424
832732
49712770
174514
7423829
117927
930843
7567976
10926030
117927
129412
118009
117414
117682
1724372

43558674
127160
100517
100158
827647
130120
37747284
52885972
1449525
110256
1169587
115802
866957
23801580
130119
135079
26663171
50021857
32201806
152039
8503408
127061
129491
307758
117620

182055
7888790
61352872
129290
15149833
7542540

69913975
15413960
7583418
8986669
186307

1456155
15436445
50186727
25611178
9042542


129195
7595236
7579899
307758

169871
129127
11343634
330027
18235724
9314580
157593
1713543


169038
1482311
117592
844590
7750984

169906
69433954
64684912
117682
117592
23801580
307627
307830
9932079
191016


117222
253334
844590



129309
169591
117888
300748

69902721
9850682
14866501
129368
129117
20866295
69890181


43806903
129117
37747284
129195
129290
117682
15963134
183925
174470
225547
25611178
37747284
117698
223319
7839433
129077
15413960
18802770
117592
15413960
9818707
117929
68990156
7989578
348768
38333188
126685
101450
117508

68509328
18664180
903111
17283787
129265
7888790
15149833
1482311
117704
129265
223319
103791
48661140
69162946
69291062
7245426
7579913
8175642
157872
129636
17078867
10673063
69775336
104323
17856665
174545
1459397
58244711
835769
1459456
11458753
202476
11551350
157347
15117341
130412
7669131
129220
7599555
9778370
10436840
157295
997121
111374
1456106
129118
69344070
7696055
169572
49550498
918740
129585
115359
16771117
112571
11231931
223319
7839433
15413960
48057637
330027
15090563
117621
10436904
128522
25292585
112212
320791
32979512
129127
307829
129299
128925
19046374
7739026
50186727
307758
7412085
11228649
7542540
54611087

174492
7343030
27110779
7737685
13951439
17473869
7826393
67443581
117587
117621
117924
1456300
17494610
15166574
130729
9996208
307097
130498
24362129
130288
376976
67134027
14924328
7950751
117492
330057
14867373
101450
944127
110411
12392676
58121995

311604
311604
311710
7845949
311622
218385
311536
227189
7957166
180921
186312
199709
349059
349063
349063
349054
180801
186310
48232832
349054
39775687
20770748
100556
16135055
40842241
111435
815616
101729
176795
9163439
1184970
109735
180910
186291
186917
311487
186899
191075
52500409
7940359
191074
7748865
349063
311472
1497112
7414004
311696
349063
1497112
876248
174789
349060
7333403
818558
47297979
328080
111827
125320
898712
41944962
110929
108620
311604
191075
180912
8107714
224516
307691
1715415
217559
7191783
7845728
191074
7333403
349054
115414
112527
108620
69751533
108613
110755
196349
8004154
49353433
210997
17558941
180910
48112549
349054
349059
8019526
311686
191026
349060
210911
311552
7427244
191379

